tweet_id,timestamp,source,text,expanded_urls,rating_numerator,rating_denominator,name,life_stage,jpg_url,img_num,dog_breeds,retweet_count,favorite_count
888554962724278272,2017-07-22 00:23:06+00:00,Twitter for iPhone,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af ,"https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1",13,10,Ralphus,None,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,3,Siberian_husky,3732,20290
888078434458587136,2017-07-20 16:49:33+00:00,Twitter for iPhone,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway ,"https://twitter.com/dog_rates/status/888078434458587136/photo/1,https://twitter.com/dog_rates/status/888078434458587136/photo/1",12,10,Gerald,None,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,1,French_bulldog,3653,22201
887705289381826560,2017-07-19 16:06:48+00:00,Twitter for iPhone,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic ,https://twitter.com/dog_rates/status/887705289381826560/photo/1,13,10,Jeffrey,None,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,1,basset,5609,30779
887517139158093824,2017-07-19 03:39:09+00:00,Twitter for iPhone,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) ,https://twitter.com/dog_rates/status/887517139158093824/video/1,14,10,such,None,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,1,NaN,12082,46959
887343217045368832,2017-07-18 16:08:03+00:00,Twitter for iPhone,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) ,https://twitter.com/dog_rates/status/887343217045368832/video/1,13,10,,None,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,1,Mexican_hairless,10737,34222
887101392804085760,2017-07-18 00:07:08+00:00,Twitter for iPhone,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof ,https://twitter.com/dog_rates/status/887101392804085760/photo/1,12,10,,None,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,1,Samoyed,6167,31061
886983233522544640,2017-07-17 16:17:36+00:00,Twitter for iPhone,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in ,"https://twitter.com/dog_rates/status/886983233522544640/photo/1,https://twitter.com/dog_rates/status/886983233522544640/photo/1",13,10,Maya,None,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,2,Chihuahua,8084,35859
886736880519319552,2017-07-16 23:58:41+00:00,Twitter for iPhone,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

","https://www.gofundme.com/mingusneedsus,https://twitter.com/dog_rates/status/886736880519319552/photo/1,https://twitter.com/dog_rates/status/886736880519319552/photo/1",13,10,Mingus,None,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,1,kuvasz,3443,12306
886680336477933568,2017-07-16 20:14:00+00:00,Twitter for iPhone,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal ,https://twitter.com/dog_rates/status/886680336477933568/photo/1,13,10,Derek,None,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,1,NaN,4610,22798
886366144734445568,2017-07-15 23:25:31+00:00,Twitter for iPhone,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe ,"https://twitter.com/dog_rates/status/886366144734445568/photo/1,https://twitter.com/dog_rates/status/886366144734445568/photo/1",12,10,Roscoe,None,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,1,French_bulldog,3316,21524
886366144734445568,2017-07-15 23:25:31+00:00,Twitter for iPhone,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe ,"https://twitter.com/dog_rates/status/886366144734445568/photo/1,https://twitter.com/dog_rates/status/886366144734445568/photo/1",12,10,Roscoe,pupper,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,1,French_bulldog,3316,21524
885984800019947520,2017-07-14 22:10:11+00:00,Twitter for iPhone,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution ,https://twitter.com/dog_rates/status/885984800019947520/photo/1,12,10,Jimbo,None,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,1,Blenheim_spaniel,7097,33382
885528943205470208,2017-07-13 15:58:47+00:00,Twitter for iPhone,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly ,https://twitter.com/dog_rates/status/885528943205470208/photo/1,13,10,Maisey,None,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,1,pug,6683,36689
885167619883638784,2017-07-12 16:03:00+00:00,Twitter for iPhone,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 ,"https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1",13,10,,None,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,4,malamute,4556,22367
884562892145688576,2017-07-11 00:00:02+00:00,Twitter for iPhone,This is Kevin. He's just so happy. 13/10 what is your secret Kevin ,https://twitter.com/dog_rates/status/884562892145688576/photo/1,13,10,Kevin,None,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,1,pug,5100,24765
884441805382717440,2017-07-10 15:58:53+00:00,Twitter for iPhone,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) ",https://twitter.com/dog_rates/status/884441805382717440/photo/1,14,10,,None,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,1,Pembroke,5856,27478
883482846933004288,2017-07-08 00:28:19+00:00,Twitter for iPhone,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 ","https://twitter.com/dog_rates/status/883482846933004288/photo/1,https://twitter.com/dog_rates/status/883482846933004288/photo/1",5,10,Bella,None,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,1,golden_retriever,10407,46860
883117836046086144,2017-07-07 00:17:54+00:00,Twitter for iPhone,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat ","https://twitter.com/dog_rates/status/883117836046086144/photo/1,https://twitter.com/dog_rates/status/883117836046086144/photo/1",13,10,,None,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,2,golden_retriever,6949,37914
882992080364220416,2017-07-06 15:58:11+00:00,Twitter for iPhone,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy ,"https://twitter.com/dog_rates/status/882992080364220416/photo/1,https://twitter.com/dog_rates/status/882992080364220416/photo/1",13,10,Rusty,None,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,1,Eskimo_dog,4122,24445
882762694511734784,2017-07-06 00:46:41+00:00,Twitter for iPhone,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl ,https://twitter.com/dog_rates/status/882762694511734784/photo/1,12,10,Gus,None,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,1,Labrador_retriever,5134,28903
882762694511734784,2017-07-06 00:46:41+00:00,Twitter for iPhone,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl ,https://twitter.com/dog_rates/status/882762694511734784/photo/1,12,10,Gus,pupper,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,1,Labrador_retriever,5134,28903
882627270321602560,2017-07-05 15:48:34+00:00,Twitter for iPhone,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) ,https://twitter.com/dog_rates/status/882627270321602560/photo/1,13,10,Stanley,None,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,1,Pembroke,6342,28382
882268110199369728,2017-07-04 16:01:23+00:00,Twitter for iPhone,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 ,"https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1",13,10,Alfy,None,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,1,golden_retriever,12118,45880
881666595344535552,2017-07-03 00:11:11+00:00,Twitter for iPhone,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely ,https://twitter.com/dog_rates/status/881666595344535552/photo/1,13,10,Gary,None,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,1,Saluki,11099,51522
881268444196462592,2017-07-01 21:49:04+00:00,Twitter for iPhone,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet ,https://twitter.com/dog_rates/status/881268444196462592/photo/1,12,10,Elliot,None,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,1,NaN,5358,23501
880872448815771648,2017-06-30 19:35:32+00:00,Twitter for iPhone,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 ,https://twitter.com/dog_rates/status/880872448815771648/photo/1,12,10,,None,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,1,Pembroke,3989,21734
880465832366813184,2017-06-29 16:39:47+00:00,Twitter for iPhone,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop ,"https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1",12,10,Bella,None,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,1,golden_retriever,6546,29075
880221127280381952,2017-06-29 00:27:25+00:00,Twitter for iPhone,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well ,"https://twitter.com/dog_rates/status/880221127280381952/photo/1,https://twitter.com/dog_rates/status/880221127280381952/photo/1",12,10,Jesse,None,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,1,Chihuahua,4436,27640
879862464715927552,2017-06-28 00:42:13+00:00,Twitter for iPhone,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 ,"https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1",13,10,Romeo,None,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,3,basset,3642,22667
879492040517615616,2017-06-27 00:10:17+00:00,Twitter for iPhone,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 ,https://twitter.com/dog_rates/status/879492040517615616/photo/1,12,10,Bailey,None,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,1,German_short-haired_pointer,3323,23822
879376492567855104,2017-06-26 16:31:08+00:00,Twitter for iPhone,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by ,https://twitter.com/dog_rates/status/879376492567855104/photo/1,12,10,Jack,None,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,1,Labrador_retriever,3261,17099
879050749262655488,2017-06-25 18:56:45+00:00,Twitter for iPhone,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet ,https://twitter.com/dog_rates/status/879050749262655488/photo/1,11,10,Steven,None,https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg,1,NaN,4941,23022
878281511006478336,2017-06-23 16:00:04+00:00,Twitter for iPhone,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

","https://www.gofundme.com/3yd6y1c,https://twitter.com/dog_rates/status/878281511006478336/photo/1",13,10,Shadow,None,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,1,basset,1349,7913
878057613040115712,2017-06-23 01:10:23+00:00,Twitter for iPhone,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved ,"https://twitter.com/dog_rates/status/878057613040115712/photo/1,https://twitter.com/dog_rates/status/878057613040115712/photo/1",14,10,Emmy,None,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,1,French_bulldog,7181,42876
877736472329191424,2017-06-22 03:54:17+00:00,Twitter for iPhone,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again ,"https://twitter.com/dog_rates/status/877736472329191424/photo/1,https://twitter.com/dog_rates/status/877736472329191424/photo/1",13,10,Aja,None,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,2,Chesapeake_Bay_retriever,17300,71144
877556246731214848,2017-06-21 15:58:08+00:00,Twitter for iPhone,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options ,https://twitter.com/dog_rates/status/877556246731214848/photo/1,12,10,Penny,None,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,1,basset,3994,23258
877201837425926144,2017-06-20 16:29:50+00:00,Twitter for iPhone,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop ,"https://twitter.com/dog_rates/status/877201837425926144/photo/1,https://twitter.com/dog_rates/status/877201837425926144/photo/1",12,10,Nelly,None,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,1,Pembroke,5880,27755
876838120628539392,2017-06-19 16:24:33+00:00,Twitter for iPhone,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately ,"https://twitter.com/dog_rates/status/876838120628539392/photo/1,https://twitter.com/dog_rates/status/876838120628539392/photo/1",12,10,Ginger,None,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,1,bloodhound,3506,21125
876838120628539392,2017-06-19 16:24:33+00:00,Twitter for iPhone,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately ,"https://twitter.com/dog_rates/status/876838120628539392/photo/1,https://twitter.com/dog_rates/status/876838120628539392/photo/1",12,10,Ginger,pupper,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,1,bloodhound,3506,21125
876484053909872640,2017-06-18 16:57:37+00:00,Twitter for iPhone,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy ,https://twitter.com/dog_rates/status/876484053909872640/photo/1,13,10,Benedict,None,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,1,golden_retriever,2511,19163
876120275196170240,2017-06-17 16:52:05+00:00,Twitter for iPhone,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite ",https://twitter.com/dog_rates/status/876120275196170240/photo/1,13,10,Venti,None,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,1,Bernese_mountain_dog,4903,28490
875747767867523072,2017-06-16 16:11:53+00:00,Twitter for iPhone,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl ",https://twitter.com/dog_rates/status/875747767867523072/photo/1,13,10,Goose,None,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,1,Labrador_retriever,4497,25773
875144289856114688,2017-06-15 00:13:52+00:00,Twitter for iPhone,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene ,https://twitter.com/dog_rates/status/875144289856114688/video/1,13,10,Nugget,None,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg,1,Siberian_husky,5081,22185
875021211251597312,2017-06-14 16:04:48+00:00,Twitter for iPhone,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck ,"https://twitter.com/dog_rates/status/875021211251597312/photo/1,https://twitter.com/dog_rates/status/875021211251597312/photo/1",12,10,,None,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg,2,West_Highland_white_terrier,4922,26022
874680097055178752,2017-06-13 17:29:20+00:00,Twitter for iPhone,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly ,https://twitter.com/dog_rates/status/874680097055178752/photo/1,12,10,Cash,None,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,1,Labrador_retriever,4875,28439
874296783580663808,2017-06-12 16:06:11+00:00,Twitter for iPhone,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract ,https://twitter.com/dog_rates/status/874296783580663808/photo/1,13,10,Jed,None,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,1,cocker_spaniel,4308,26651
874296783580663808,2017-06-12 16:06:11+00:00,Twitter for iPhone,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract ,https://twitter.com/dog_rates/status/874296783580663808/photo/1,13,10,Jed,pupper,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,1,cocker_spaniel,4308,26651
874057562936811520,2017-06-12 00:15:36+00:00,Twitter for iPhone,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Thank you... 12/10 ",https://twitter.com/dog_rates/status/874057562936811520/photo/1,12,10,,None,https://pbs.twimg.com/media/DCFGtdoXkAEsqIw.jpg,1,flat-coated_retriever,4125,23134
874012996292530176,2017-06-11 21:18:31+00:00,Twitter for iPhone,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo ","https://twitter.com/dog_rates/status/874012996292530176/photo/1,https://twitter.com/dog_rates/status/874012996292530176/photo/1",13,10,Sebastian,None,https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg,2,Cardigan,11007,35501
874012996292530176,2017-06-11 21:18:31+00:00,Twitter for iPhone,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo ","https://twitter.com/dog_rates/status/874012996292530176/photo/1,https://twitter.com/dog_rates/status/874012996292530176/photo/1",13,10,Sebastian,puppo,https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg,2,Cardigan,11007,35501
873213775632977920,2017-06-09 16:22:42+00:00,Twitter for iPhone,"This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

","https://www.gofundme.com/help-my-baby-sierra-get-better,https://twitter.com/dog_rates/status/873213775632977920/photo/1,https://twitter.com/dog_rates/status/873213775632977920/photo/1",12,10,Sierra,None,https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg,1,vizsla,1667,7467
873213775632977920,2017-06-09 16:22:42+00:00,Twitter for iPhone,"This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

","https://www.gofundme.com/help-my-baby-sierra-get-better,https://twitter.com/dog_rates/status/873213775632977920/photo/1,https://twitter.com/dog_rates/status/873213775632977920/photo/1",12,10,Sierra,pupper,https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg,1,vizsla,1667,7467
872967104147763200,2017-06-09 00:02:31+00:00,Twitter for iPhone,Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad. 12/10 good to go doggo ,"https://twitter.com/dog_rates/status/872967104147763200/photo/1,https://twitter.com/dog_rates/status/872967104147763200/photo/1",12,10,,doggo,https://pbs.twimg.com/media/DB1m871XUAAw5vZ.jpg,2,Labrador_retriever,5669,28031
872967104147763200,2017-06-09 00:02:31+00:00,Twitter for iPhone,Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad. 12/10 good to go doggo ,"https://twitter.com/dog_rates/status/872967104147763200/photo/1,https://twitter.com/dog_rates/status/872967104147763200/photo/1",12,10,,None,https://pbs.twimg.com/media/DB1m871XUAAw5vZ.jpg,2,Labrador_retriever,5669,28031
872820683541237760,2017-06-08 14:20:41+00:00,Twitter for iPhone,"Here are my favorite #dogsatpollingstations 
Most voted for a more consistent walking schedule and to increase daily pats tenfold. All 13/10 ","https://twitter.com/dog_rates/status/872820683541237760/photo/1,https://twitter.com/dog_rates/status/872820683541237760/photo/1,https://twitter.com/dog_rates/status/872820683541237760/photo/1,https://twitter.com/dog_rates/status/872820683541237760/photo/1",13,10,,None,https://pbs.twimg.com/media/DBzhx0PWAAEhl0E.jpg,3,pug,3884,15029
872620804844003328,2017-06-08 01:06:27+00:00,Twitter for iPhone,This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana. 13/10 love is love is love... ,https://twitter.com/dog_rates/status/872620804844003328/photo/1,13,10,Monkey,None,https://pbs.twimg.com/media/DBwr_hzXkAEnZBW.jpg,1,cocker_spaniel,3911,21309
872486979161796608,2017-06-07 16:14:40+00:00,Twitter for iPhone,We. Only. Rate. Dogs. Do not send in other things like this fluffy floor shark clearly ready to attack. Get it together guys... 12/10 ,https://twitter.com/dog_rates/status/872486979161796608/photo/1,12,10,,None,https://pbs.twimg.com/media/DBuyRlTUwAAYhG9.jpg,1,Pembroke,9429,41606
870804317367881728,2017-06-03 00:48:22+00:00,Twitter for iPhone,Real funny guys. Sending in a pic without a dog in it. Hilarious. We'll rate the rug tho because it's giving off a very good vibe. 11/10 ,https://twitter.com/dog_rates/status/870804317367881728/photo/1,11,10,,None,https://pbs.twimg.com/media/DBW35ZsVoAEWZUU.jpg,1,NaN,6393,33791
870374049280663552,2017-06-01 20:18:38+00:00,Twitter for iPhone,This is Zoey. She really likes the planet. Would hate to see willful ignorance and the denial of fairly elemental science destroy it. 13/10 ,https://twitter.com/dog_rates/status/870374049280663552/photo/1,13,10,Zoey,None,https://pbs.twimg.com/media/DBQwlFCXkAACSkI.jpg,1,golden_retriever,27680,85011
869772420881756160,2017-05-31 04:27:59+00:00,Twitter for iPhone,"This is Dewey (pronounced ""covfefe""). He's having a good walk. Arguably the best walk. 13/10 would snug softly ",https://twitter.com/dog_rates/status/869772420881756160/photo/1,13,10,Dewey,None,https://pbs.twimg.com/media/DBINZcxXgAQ-R6P.jpg,1,Pembroke,10663,43710
869227993411051520,2017-05-29 16:24:37+00:00,Twitter for iPhone,This is Gizmo. His favorite thing is standing pupright like a hooman. Sneaky tongue slip status achieved. 13/10 would boop well ,https://twitter.com/dog_rates/status/869227993411051520/photo/1,13,10,Gizmo,None,https://pbs.twimg.com/media/DBAePiVXcAAqHSR.jpg,1,Pembroke,4023,21112
868622495443632128,2017-05-28 00:18:35+00:00,Twitter for iPhone,Here's a h*ckin peaceful boy. Unbothered by the comings and goings. 13/10 please reveal your wise ways ,https://twitter.com/dog_rates/status/868622495443632128/photo/1,13,10,,None,https://pbs.twimg.com/media/DA33i0XXsAEQtCA.jpg,1,Labrador_retriever,6275,28295
868552278524837888,2017-05-27 19:39:34+00:00,Twitter for iPhone,"Say hello to Cooper. His expression is the same wet or dry. Absolute 12/10 but Coop desperately requests your help

","https://www.gofundme.com/3ti3nps,https://twitter.com/dog_rates/status/868552278524837888/photo/1,https://twitter.com/dog_rates/status/868552278524837888/photo/1",12,10,Cooper,None,https://pbs.twimg.com/media/DA23sCeVoAE3uF0.jpg,1,whippet,2240,10539
